STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TMAX,TMIN,TOBS
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20011231,0.8,15,11.1,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020101,0,16.7,12.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020102,0.5,14.4,11.1,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020103,1.8,16.1,11.7,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020104,0,19.4,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020105,0,20.6,7.2,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020106,0,19.4,9.4,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020107,0,20.6,8.3,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020108,0,16.7,7.8,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020109,0,17.8,8.9,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020110,0,23.9,7.2,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020111,0,25.6,7.8,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020112,0,18.9,7.8,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020113,0,21.1,6.1,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020114,0,14.4,7.8,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020115,0,16.7,10.6,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020116,1.3,17.2,8.3,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020117,0,17.8,5,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020118,0,16.7,6.1,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020119,0,18.9,5,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020120,0,18.3,6.1,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020121,0,16.1,5.6,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020122,0,16.7,7.8,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020123,0,16.7,8.3,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020124,0,18.3,4.4,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020125,0,18.3,5.6,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020126,0,15.6,6.7,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020127,22.6,11.7,9.4,9.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020128,0,13.3,3.9,8.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020129,0,13.3,2.8,7.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020130,0,14.4,3.9,9.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020131,0,15.6,3.3,8.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020201,0,14.4,3.9,9.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020202,0,18.9,3.9,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020203,0,20,4.4,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020204,0,23.9,5,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020205,0,19.4,5.6,11.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020206,0,18.9,6.1,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020207,0,16.1,6.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020208,0,16.7,10.6,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020209,0,23.9,7.8,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020210,0,25,7.2,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020211,0,25,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020212,0,25.6,7.2,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020213,0,20,7.2,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020214,0,16.7,8.3,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020215,0,17.2,10,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020216,0,14.4,10.6,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020217,11.7,15,9.4,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020218,0,18.3,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020219,0,16.7,7.8,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020220,0,17.2,8.3,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020221,0,26.7,8.3,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020222,0,28.9,11.1,19.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020223,0,21.7,11.1,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020224,0,21.7,9.4,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020225,0,19.4,8.9,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020226,0,30.6,8.3,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020227,0,30.6,11.7,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020228,0,16.1,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020301,0,19.4,13.3,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020302,0,21.7,8.9,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020303,0,20.6,7.2,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020304,0,23.3,7.2,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020305,0,18.9,8.9,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020306,5.1,16.1,10,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020307,0.8,17.8,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020308,0,16.7,6.7,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020309,0,20.6,7.2,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020310,0,24.4,8.3,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020311,0,19.4,-9999,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020312,0,18.3,11.1,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020313,0,20.6,10.6,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020314,0,17.8,7.8,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020315,0,17.8,7.2,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020316,0,16.1,7.8,10.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020317,2.8,13.3,7.2,9.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020318,0,17.8,6.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020319,0,22.2,6.1,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020320,0,22.8,7.2,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020321,0,22.2,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020322,0,18.3,7.2,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020323,1.5,17.2,10.6,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020324,0,21.1,10.6,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020325,0,17.2,7.8,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020326,0,20,7.8,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020327,0,16.1,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020328,0,17.2,7.2,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020329,0,14.4,8.9,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020330,0,14.4,11.1,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020331,0,16.1,10.6,11.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020401,0,13.9,10.6,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020402,1,13.3,10.6,12.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020403,0,14.4,11.1,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020404,0,17.2,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020405,0,17.2,8.3,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020406,0,22.2,10,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020407,0,16.7,10,12.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020408,0,16.1,10.6,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020409,0,17.8,10.6,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020410,0,17.2,10.6,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020411,0,17.2,10.6,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020412,0,15,12.8,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020413,0,16.1,12.8,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020414,0,15.6,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020415,0,21.7,10.6,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020416,0,18.3,10,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020417,0,18.9,8.3,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020418,0,21.1,10.6,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020419,0,22.2,10,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020420,0,17.8,10,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020421,0,21.7,8.9,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020422,0,24.4,8.9,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020423,0,18.9,11.7,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020424,0,21.1,11.7,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020425,0,19.4,11.1,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020426,1,17.8,11.7,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020427,0,17.8,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020428,0,18.9,8.9,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020429,0,19.4,10,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020430,0,20.6,10,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020501,0,20.6,10,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020502,0,16.7,9.4,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020503,0,18.9,8.9,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020504,0,19.4,9.4,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020505,0,16.1,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020506,0,15,11.7,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020507,0,17.2,10,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020508,0,18.9,9.4,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020509,0,16.7,10,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020510,0,18.9,10.6,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020511,0,18.3,10.6,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020512,0,29.4,11.1,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020513,0,21.1,12.8,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020514,0,19.4,12.8,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020515,0,17.2,11.1,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020516,0,17.8,11.1,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020517,0,17.8,10.6,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020518,0,17.8,10.6,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020519,0,18.9,11.7,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020520,2.5,18.9,12.8,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020521,0,21.1,12.2,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020522,0,20,11.1,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020523,0,19.4,12.2,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020524,0,19.4,12.2,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020525,0,18.3,12.8,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020526,0,16.7,12.8,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020527,0,18.3,10.6,13.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020528,0,20.6,12.2,15
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020529,0,23.9,11.1,13.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020530,0,19.4,12.8,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020531,0,22.8,12.8,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020601,0,18.3,12.8,14.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020602,0,17.8,12.8,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020603,0,20,11.7,16.1
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020604,0,22.8,11.7,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020605,0,24.4,15,19.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020606,0,19.4,15,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020607,0,19.4,14.4,16.7
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020608,0,20,13.9,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020609,0,21.1,14.4,19.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020610,0,21.1,13.3,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020611,0,18.3,13.9,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020612,0,21.7,16.1,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020613,0.8,22.2,12.2,20
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020614,0,21.1,14.4,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020615,0,26.1,13.9,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020616,0,22.2,14.4,18.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020617,0,21.1,15,18.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020618,0,22.2,15.6,20
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020619,0,20.6,16.7,19.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020620,0,20.6,15.6,20
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020621,0,21.1,16.1,19.4
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020622,0,22.2,13.3,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020623,0,20.6,13.9,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020624,0,21.7,16.1,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020625,0,20,13.9,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020626,0,-9999,13.9,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020627,0,18.9,14.4,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020628,0,18.3,15,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020629,0,20.6,14.4,17.2
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020630,0,20.6,15.6,18.9
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020701,0,20.6,15.6,17.8
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020702,0,22.2,15,18.3
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020703,0,20,14.4,15.6
GHCND:USC00047902,SANTA BARBARA CA US,1.5,34.41667,-119.68528,20020704,0,19.4,13.9,18.3
