"","rhessys_version","tec_file","world_file","world_hdr_prefix","flow_file","start_date","end_date","output_folder","output_filename","command_options","par_dated_id","dated_id","par_id","...defs.shallow.def.pore_size_index","...defs.shallow.def.psi_air_entry","...defs.shallow.def.group_id","...defs.veg_liveoak.def.epc.leaf_cn","...defs.veg_liveoak.def.epc.branch_turnover","...defs.veg_liveoak.def.epc.gl_smax","...defs.veg_liveoak.def.epc.flnr_age_mult","...defs.veg_liveoak.def.epc.litter_moist_coef","...defs.veg_liveoak.def.epc.psi_close","...defs.veg_liveoak.def.mrc.q10","...defs.veg_liveoak.def.epc.vpd_close","...defs.veg_liveoak.def.epc.leaf_turnover","...defs.veg_liveoak.def.epc.froot_turnover","...defs.veg_liveoak.def.epc.storage_transfer_prop","...defs.veg_liveoak.def.epc.height_to_stem_coef","...defs.veg_liveoak.def.epc.waring_pa","...defs.veg_liveoak.def.epc.root_distrib_parm","...defs.veg_liveoak.def.epc.proj_sla","...defs.veg_liveoak.def.epc.alloc_stemc_leafc","...defs.veg_liveoak.def.epc.ext_coef","...defs.veg_liveoak.def.specific_rain_capacity","...defs.veg_liveoak.def.epc.netpabs_age_mult","...defs.veg_liveoak.def.epc.cpool_mort_fract","...defs.veg_liveoak.def.epc.livewood_turnover","...defs.veg_liveoak.def.epc.waring_pb","...defs.veg_liveoak.def.epc.min_leaf_carbon","...defs.veg_liveoak.def.epc.resprout_leaf_carbon","...defs.veg_liveoak.def.epc.alloc_frootc_leafc","...defs.veg_liveoak.def.epc.alloc_frootc_crootc","...defs.veg_liveoak.def.epc.alloc_prop_day_growth","...defs.veg_liveoak.def.epc.day_leafon","...defs.veg_liveoak.def.epc.day_leafoff","...defs.veg_liveoak.def.epc.ndays_expand","...defs.veg_liveoak.def.epc.ndays_litfall","...defs.veg_liveoak.def.group_id","def_id","...defs.stdbasin.def.group_id","...defs.stdhillslope.def.group_id","...defs.stdzone.def.group_id","...defs.lu_undev.def.group_id","all_id","hdr_id","run"
"224","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",224,0,224,0.177941952398978,0.191190882720985,224,46.4215603051707,0.0118324727303814,0.00620606326073874,0.0406726636854932,0.000550528442170564,-5.49290043720976,2.21574667772278,3781.9291483257,0.753920136503875,0.602336461837404,0.602894636448473,0.38781072688289,0.275271356340963,6.11562553513795,19.0507811252028,1.53175595393823,0.625902964230627,0.000235022894799709,0.303238834945951,0.055466988445539,0.735003905752674,0.614026128440164,0.00839269183302391,0.00787634240509942,0.929930155882612,0.698382478863932,0.555184926779475,291.432267997414,59.0496030971408,52.9711595820263,50.0287873367779,224,224,0,0,0,0,224,224,224
"237","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",237,0,237,0.195537377786823,0.208704627559055,237,42.7801014343277,0.00900078661637381,0.00541815530406777,0.0430251255813986,0.000483952897141408,-4.68642219947651,2.26765091306064,5110.39572653919,0.771379119735211,0.53057359568309,0.563116871863604,0.35678610985633,0.301652735532261,6.25277044381946,17.2197090126574,1.49458545946563,0.726357990247197,0.000224287966549397,0.304671829966828,0.0653384412521962,0.751969777662307,0.665774273707066,0.00822164148332551,0.00622443632036448,0.964835928967223,0.633779082798865,0.54167752421461,290.257379367948,63.6571667548269,51.7559165768325,51.6795138635207,237,237,0,0,0,0,237,237,237
"307","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",307,0,307,0.189546404741704,0.196914727906697,307,44.979816977866,0.011027914527338,0.00545737780641764,0.0486946985671297,0.000519794164541829,-5.02322378195822,2.24060546766501,3907.5756736733,0.775991226667538,0.498045037477277,0.654671912286431,0.382725299452431,0.287692789025605,6.67086738049984,20.1047814227641,1.62917249346897,0.661882307445863,0.000231891350403428,0.271444786938373,0.028921044851467,0.837022832250223,0.765725648505613,0.00816550080142822,0.00797809334238991,0.95818260039296,0.682421455681324,0.502061916505918,293.938394188881,60.4163488354534,52.6105786599219,50.538158827927,307,307,0,0,0,0,307,307,307
"332","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",332,0,332,0.190053511182778,0.205079711300787,332,42.9334422387183,0.0113562128442805,0.00554200282618403,0.0410516250818968,0.000475479440687969,-5.87773983227089,2.1003589089727,5340.97398046963,0.779531267173588,0.403739543417469,0.608446148429066,0.325224653002806,0.268563693473116,6.37300884816796,14.5499915853143,1.50006441129465,0.63114445678913,0.00023110857373476,0.301450671690982,0.0571579063446261,0.712763914661482,0.636274699852802,0.00831401404964505,0.00601560785155743,0.915908460464329,0.653213613913394,0.473545036236756,296.010728430003,63.71385570243,51.0798808960244,49.0071750830393,332,332,0,0,0,0,332,332,332
"366","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",366,0,366,0.191258180867881,0.234463960237335,366,45.6698434893042,0.0104472385609522,0.00642456859819125,0.0400059551099315,0.000635772218772396,-5.17662748508155,2.09080869613215,5368.70078286529,0.733360602436587,0.418397951195948,0.607402877891436,0.394354353600647,0.293885689335875,6.8335714885965,15.5386468395591,1.68608606332704,0.706888189498335,0.000224871785536408,0.289865239039063,0.0317464378102683,0.814905688818544,0.654053183747455,0.00837994483553199,0.00617966305185109,0.946331952542998,0.693064025873318,0.45076452057343,285.531573340297,65.1582773271948,51.44359315373,49.3494823218789,366,366,0,0,0,0,366,366,366
"397","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",397,0,397,0.192301290766336,0.217266704244539,397,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-4.62159299245104,2.1449726838246,5054.56781865284,0.778890098268166,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,397,397,0,0,0,0,397,397,397
"461","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",461,0,461,0.194679278493859,0.250277322463226,461,48.1545244017616,0.00856281792842783,0.00503845927750692,0.0518836696581915,0.000693761354398448,-6.10226091044024,2.29303497244604,4531.00716845877,0.786445793025196,0.610109582846053,0.690611038263887,0.483463776705321,0.263442462615203,6.40153149329126,16.7599453143775,1.52421027725423,0.718464769499376,0.000246191419400275,0.306478530894965,0.0326737217915244,0.785871437909082,0.640620251940563,0.00840326993316831,0.00693238504929468,0.94480768234469,0.621297644055449,0.458358496907167,293.225968599319,64.3667948748916,50.8963687326759,49.9888883789536,461,461,0,0,0,0,461,461,461
"510","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",510,0,510,0.195342443636619,0.220776241887361,510,46.1580294650048,0.0106042830601335,0.00550530734687112,0.0453805102190003,0.00060175747129526,-5.78803284745663,2.26055039577186,4615.3613244649,0.779433160154149,0.532370400414802,0.629674093555659,0.262248110841028,0.301626437089872,6.33109900634736,17.8427501507103,1.66788418028364,0.598014517778531,0.000230222166009247,0.316562371158507,0.053659564304864,0.766560785053298,0.799592784196138,0.00813805414541252,0.00714470593072474,0.990035365081392,0.724493721511681,0.478886949953158,295.391434106976,58.2676110509783,50.6483990335837,50.093699543504,510,510,0,0,0,0,510,510,510
"547","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",547,0,547,0.182276676506735,0.258488210020587,547,40.9205766953528,0.00986543588554487,0.00540151500068139,0.041168944317475,0.00052060710967835,-4.62159299245104,2.1449726838246,5054.56781865284,0.778890098268166,0.567602990106679,0.821756880339235,0.332057372259442,0.26952717292821,6.79785969182849,21.4086834322661,1.37641552697029,0.705281148388982,0.000249743882931769,0.275627110612113,0.0471830409929622,0.703389904452488,0.76145866015926,0.00830797666142974,0.00662713063275442,0.920271398097277,0.624516341555864,0.501458459261339,296.701805118471,62.4243008699268,50.8425152553245,49.5770262572914,547,547,0,0,0,0,547,547,547
"560","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",560,0,560,0.194580596098676,0.219867621350568,560,57.357629602775,0.010417789242696,0.00592463927010074,0.0504002724761143,0.000545367343071382,-5.09494608687237,2.28055027599446,3841.44794003479,0.775081269685179,0.542414084025659,0.629283069763333,0.296197943331208,0.286094787032343,6.27736488580704,16.3029769733548,1.51331142865121,0.603471673758468,0.000222870501950383,0.30514712942997,0.0548948776486795,0.749302292075008,0.615507142103743,0.00840258221320948,0.00640293926140293,0.990049430928193,0.754312621071003,0.502571644866839,290.017681345344,63.4890064578503,50.007848193869,50.1753852125257,560,560,0,0,0,0,560,560,560
"562","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",562,0,562,0.152808014331385,0.254324016906321,562,50.8230829564855,0.0114420836898033,0.00501440499620978,0.0496322263587266,0.000549566803998314,-6.49874015338719,2.09061808109749,5182.13466726989,0.681567637734115,0.454018029617146,0.570107518723235,0.409265424823388,0.266169827806298,6.53502405229956,14.7660047505051,1.65433535969583,0.611857456812635,0.000229259245634079,0.276992474885192,0.0251406558902934,0.837989389048889,0.76697138581425,0.00814170388622768,0.0061523311836645,0.943664722148329,0.743233730583452,0.515144594644662,296.094680417329,63.379187066108,53.0684615904465,50.3951917097438,562,562,0,0,0,0,562,562,562
"568","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",568,0,568,0.189012365122326,0.240693935581949,568,45.3643528372049,0.0101675017312635,0.00554818456571549,0.0421624241542071,0.000540183704952709,-5.48571564815938,2.25133575386833,5556.15415992029,0.748518155841157,0.526333979126066,0.73441060392186,0.40746997250244,0.284425876210444,6.68245664034039,20.532324001193,1.38558947146661,0.642007092250744,0.000223536746196449,0.301653095805086,0.0409523595344275,0.584998987633735,0.918108995629009,0.00811680799619528,0.0066200015139766,0.953683941955678,0.649756285788026,0.508158227542881,287.710242178291,60.8311516083777,52.8034503385425,51.3384068035521,568,568,0,0,0,0,568,568,568
"611","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",611,0,611,0.194679278493859,0.246376492413692,611,45.0815255520865,0.00856281792842783,0.00503845927750692,0.0518836696581915,0.000693761354398448,-6.10226091044024,2.29303497244604,4531.00716845877,0.786445793025196,0.610109582846053,0.690611038263887,0.483463776705321,0.263442462615203,6.40153149329126,16.7599453143775,1.52421027725423,0.718464769499376,0.000246191419400275,0.306478530894965,0.0326737217915244,0.785871437909082,0.640620251940563,0.00840326993316831,0.00693238504929468,0.94480768234469,0.621297644055449,0.458358496907167,293.225968599319,64.3667948748916,50.8963687326759,49.9888883789536,611,611,0,0,0,0,611,611,611
"618","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",618,0,618,0.183633377891965,0.250927766007371,618,44.9145870795473,0.00911171091287397,0.00528630477977917,0.0450534817731008,0.000668765630866028,-5.99995468650013,2.09544398493134,4338.4295865763,0.719044741531834,0.639718996458687,0.655422786800191,0.46611375984503,0.283896740726195,6.28598565049469,15.5609696954489,1.73404515729821,0.685375928335823,0.000231774744063616,0.284095053903293,0.0603246999673545,0.75011914187111,0.853715076504741,0.00836336555746756,0.00639338825689629,0.949900713096373,0.680803783850279,0.513985811118037,286.14156819135,62.2826655823737,52.3388736024499,49.4862202890217,618,618,0,0,0,0,618,618,618
"623","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",623,0,623,0.158692335495725,0.184139435729012,623,46.5688419668004,0.00901291390219703,0.00520212224980351,0.0502763801855966,0.000596634224563558,-4.75247471919283,2.22448918184265,3911.4041413907,0.795733999311924,0.634937500483356,0.563532100683078,0.390002791129518,0.261581952895504,6.37034847065806,19.7236220985651,1.66124560426269,0.632849153858144,0.000244802038215101,0.310777421777602,0.0464589774398599,0.682598669882864,0.875052794869989,0.008201939661521,0.00718140738504008,0.919195771810599,0.633453675527126,0.457886434062384,287.884583730251,58.7862384933978,53.3230146439746,51.1446120648179,623,623,0,0,0,0,623,623,623
"631","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",631,0,631,0.183476994028315,0.243632252789102,631,45.4275286616758,0.0104013791650068,0.00575444865063764,0.0492301299316809,0.00064710463815853,-6.20597125450149,2.26348517181352,5130.99269315228,0.786082449005917,0.638437127918005,0.631192834638059,0.344269473745953,0.289819435358513,6.89468067307025,21.8791351709515,1.44380509493081,0.71009839647077,0.000223020683676004,0.313527567933779,0.0579234165558126,0.803825616752729,0.694216643609107,0.00821545563092269,0.00646152508957312,0.955042225346901,0.749677803106606,0.519630906479433,284.172867629677,63.6411999855191,52.8147999448702,50.9896151092835,631,631,0,0,0,0,631,631,631
"650","~/RHESSys/rhessys/rhessys7.4","../tecfiles/tec.coast","../worldfiles/OakPatch.world.0","../worldfiles/OakPatch.hdr","../flowtables/OakPatch.flow","1940 10 1 1","2010 10 2 2","../out/ch1/evergreen","quag","-b -g -c -climrepeat -vmort_off",650,0,650,0.193959934958257,0.255684603680857,650,41.018537543714,0.0119633289731573,0.00543680672578979,0.0426009399225935,0.000660581313828565,-4.96044522896409,2.08769605111796,4700.6867678389,0.762104772757739,0.522794818677939,0.630222753658891,0.270661649701651,0.287070592273958,6.74449155218899,14.4368813354522,1.63303439628799,0.660328124966007,0.000244151386737823,0.310832298633177,0.0383586150886957,0.715831928662956,0.695552073032595,0.00819359288315475,0.00793997076433152,0.931454064118676,0.730544491703622,0.479112910344265,290.849998112768,58.4996778164059,51.4836410926655,50.2904885383323,650,650,0,0,0,0,650,650,650
